date,sector_type,regime,stock_open,stock_close,return,layoff_percent,unemployment_rate,gdp_growth,inflation_rate,sentiment_score,competitor_product_launch,stock_trend
2012-01-01,Hospitality,Normal,311.5101745551337,310.6935367634527,-0.0026215445220921572,4.231548492111083,6.507002724644863,5.285104979193433,3.1438440936164533,0.02408528604130611,0,Stable
2012-01-02,Aviation,Expansion,266.7353104152102,262.4209073766065,-0.01617484776157964,2.232766184650652,4.072770286006284,4.691235110288381,2.540900320626045,-0.9832813685872761,0,Down
2012-01-03,Manufacturing,Normal,342.76564632917507,342.00169545399933,-0.0022287848369789177,1.8270996517022193,4.4197842487067955,3.6599736398937774,3.8419311974511903,-0.6967756630667064,0,Stable
2012-01-04,Aviation,Shock,266.9749231381996,248.63468680420866,-0.06869647575288224,5.899970834775168,3.2578166682181244,3.9253576420773726,3.0670034175895884,0.5044017096017543,1,Down
2012-01-05,Aviation,Normal,303.1284404084133,294.32656985144877,-0.02903676918307489,7.3872134140731465,5.476482332788432,3.7123146788615955,5.141457436078685,-0.40467658985814636,0,Down
2012-01-06,Finance,Expansion,296.9910450749703,299.3975813937319,0.008103060205583462,5.099920650176059,5.303737985967066,5.599877949933533,2.4433327273000716,-0.7656225836355544,0,Stable
2012-01-07,Manufacturing,Normal,297.86187019818516,294.1486024482381,-0.01246640849826279,3.655398567787926,5.003501371238217,4.517529221784177,4.172634686822828,-0.8982731482373465,0,Down
2012-01-08,Manufacturing,Expansion,317.3965136279203,317.58311824126093,0.0005879226939442365,6.450066723558482,5.151007520639981,4.650865652080754,2.6497564036879027,0.7008844419598281,0,Stable
2012-01-09,Manufacturing,Normal,285.84378398006635,272.76301021193007,-0.04576196685476455,2.3156845812459608,3.714207492629386,4.083004713454847,2.878920062343961,-0.056668007286130084,1,Down
2012-01-10,Aviation,Normal,291.3458474412583,292.35495345726497,0.0034636018493798644,6.106124479511376,2.856703039819312,3.999718578324524,3.756215853985113,0.007357292838202412,0,Stable
2012-01-11,Hospitality,Normal,277.06789607308957,271.2526881375955,-0.020988385944072138,2.8067614024075924,5.666301118837793,6.254921835179302,2.0582727579566455,-0.877317491774763,0,Down
2012-01-12,Manufacturing,Expansion,322.44317700830214,319.7913853070399,-0.008224058967121367,2.904960825187241,4.702805869569141,3.564805464273511,4.188631507289973,-0.02284014964647385,0,Stable
2012-01-13,Aviation,Shock,305.3217084213408,291.6571421175641,-0.04475465034710122,3.334416827552344,3.4533526641886194,4.263189544155104,3.6925185223185633,0.29154630914669477,0,Down
2012-01-14,Finance,Normal,312.7443618271064,313.18429027028975,0.0014066710607131098,3.7976129654647655,3.9124610794711017,6.473642268571336,3.791298523860204,-0.7544027068744525,0,Stable
2012-01-15,Hospitality,Expansion,316.23967705268035,312.27585340696146,-0.012534238849031641,5.829876449753808,6.377815710984951,5.592417756671586,3.9357642504878694,0.8050314242403067,0,Down
2012-01-16,Finance,Normal,339.82825521227693,342.6659406526069,0.008350351675605553,1.3913365021760629,6.29217003507802,4.455155149963174,3.578646672492049,0.5666959462709344,0,Stable
2012-01-17,Hospitality,Normal,336.3389165041174,337.57702700506104,0.003681139589234989,2.7911741825059355,5.994418957486087,2.188297786077274,3.680295585216023,0.6037701665136532,0,Stable
2012-01-18,Aviation,Normal,306.46083247574757,302.8541206192971,-0.011768916201504801,4.419298766944505,4.938094071504855,6.60255777761177,4.316363159963073,0.0730661542272455,0,Down
2012-01-19,Technology,Normal,303.1592539550592,305.87836814916835,0.008969260079101034,5.11565051449978,3.9769443091944807,3.7114519301097237,3.0056505379924285,-0.3321562380430081,0,Stable
2012-01-20,Hospitality,Normal,289.3571626007636,285.59646259167414,-0.012996740689907273,0.5903128393281927,6.9834259120032005,4.100687825549201,2.8213085533567464,0.2809044445215201,0,Down
2012-01-21,Finance,Expansion,314.8831555778928,313.63834034594026,-0.003953260788650204,2.4191990345436096,4.514905152667163,5.238177623419949,3.483903211466592,-0.5492597039257976,1,Stable
2012-01-22,Aviation,Shock,314.1422591792402,293.7286571889579,-0.06498203089140879,0.5025479098849002,5.405890603641587,3.752773159487943,3.1000620666911187,-0.7262305659384358,0,Down
2012-01-23,Hospitality,Normal,285.4121733125965,288.51008631584807,0.01085417264195862,2.6010805549218956,3.7241857877412343,4.255219915664459,3.935505053286745,0.07666123656652646,0,Up
2012-01-24,Technology,Expansion,314.39565903334585,326.785189598689,0.039407447938169686,3.1253267852295723,4.6426181390692465,4.0773808828853015,4.865240819046531,-0.042747623688645486,0,Up
2012-01-25,Technology,Normal,320.1670898738803,320.0292566867359,-0.000430503919683585,5.005502461329034,1.000267637336993,3.563687027208618,2.0541960809165514,-0.6994352087965845,0,Stable
2012-01-26,Manufacturing,Shock,277.56706754100816,267.24970591586435,-0.037170697938145966,0.0,4.056872601139505,4.421593006084401,3.098211773416673,0.06080774559034752,0,Down
2012-01-27,Manufacturing,Shock,303.7982794184022,288.7362487010921,-0.04957905208069369,5.3065372074172314,2.7146176453704127,3.2391222915494433,1.9366978464464704,0.09293654183504918,0,Down
2012-01-28,Finance,Expansion,298.68542111295136,298.0213274312259,-0.00222338833696982,2.981286127753237,5.325850705505741,2.6363168058683426,2.789516919387977,0.7430295509062839,1,Stable
2012-01-29,Hospitality,Expansion,299.89226986771826,302.2401468892267,0.00782906816018994,3.3182021460233386,4.106363603122182,4.648998309233945,2.8513693576287196,0.5184201126159897,0,Stable
2012-01-30,Hospitality,Normal,280.9469354120106,276.8700844581897,-0.014511106689390296,5.942591197584362,4.547532004959112,5.502066067458528,2.610141877009543,-0.5648686710837911,0,Down
2012-01-31,Manufacturing,Expansion,263.46888481741536,265.5440229817695,0.00787621720793397,6.689776204077862,8.195535647791633,3.1089645936765473,3.904685935415937,0.6358640437548171,0,Stable
2012-02-01,Hospitality,Shock,284.89167399501883,274.2790851579188,-0.0372513127122332,2.689768847091192,3.4679187309857222,3.36799301625882,3.358725301038349,0.9380283240300884,0,Down
2012-02-02,Hospitality,Expansion,282.09083372561196,275.3664518903749,-0.02383764742167353,2.676289811272617,5.182869745286699,4.005802899178309,2.400303521018096,0.43323902526742764,1,Down
2012-02-03,Technology,Expansion,307.0644613509371,321.7132504734883,0.04770590858383115,3.29155540443873,5.329082951960813,4.007111553638182,3.906556828086851,0.5740063155461828,0,Up
2012-02-04,Manufacturing,Normal,307.39026232632847,307.9539061686082,0.0018336424778524216,2.6664404042573775,3.575276892572787,1.6333943222389915,2.885933531170461,-0.4671403739566067,0,Stable
2012-02-05,Aviation,Expansion,306.2518446030706,297.46305406902246,-0.02869791868662592,1.1298197443044313,6.655220508641062,3.491220002932323,2.4678833542279808,0.9838050983887101,1,Down
2012-02-06,Manufacturing,Normal,272.0653865354375,270.75494627956516,-0.00481663717887775,3.937156200192115,7.4694932375937615,6.154280487098851,1.98161213641088,-0.6472109150634295,0,Stable
2012-02-07,Aviation,Normal,277.6088325105689,278.52681886338917,0.003306762052627959,2.680042536653974,6.79921801688624,5.676931488530417,1.5347742203918102,0.5017201478667503,0,Stable
2012-02-08,Technology,Expansion,287.66654629843543,285.88516772379893,-0.006192512120573205,4.1957123074382965,3.569237883240166,6.045156660783497,2.5350604010854596,-0.2095614053849486,1,Stable
2012-02-09,Finance,Expansion,300.4628602513189,302.1203408647543,0.005516424266376976,7.417383076187888,3.945753831970844,4.741134227167558,3.058514116622876,-0.286261865857971,0,Stable
2012-02-10,Hospitality,Normal,293.2978490934394,287.68388755909365,-0.019140820676653757,3.7887007190701114,1.9597176242613834,3.3616691495004694,3.927657908214258,-0.429681540748694,0,Down
2012-02-11,Technology,Expansion,306.2127819912958,318.1824682268073,0.03908944021759279,2.488593992880759,4.7274470716138115,4.3076820012244275,0.9559727840741643,-0.11787840622995938,0,Up
2012-02-12,Hospitality,Normal,319.50940633475017,315.7203707484644,-0.01185891717477627,3.4555532315380977,4.834774194244756,4.718091724525747,4.863952395601217,0.5817492061685372,0,Down
2012-02-13,Finance,Normal,280.01412384747334,286.11729118171866,0.021795926756786647,4.257380804632323,6.169172021289358,3.6049492677930313,2.23059365038369,0.8819451601258257,0,Up
2012-02-14,Finance,Normal,280.7745900169905,274.4728939947289,-0.02244396838716866,3.6690726471520376,7.645005484970543,1.9306194175838987,2.6145280645731237,-0.16752351307505653,0,Down
2012-02-15,Technology,Shock,302.70719972184435,289.481909151387,-0.04369004299405485,2.874341701278285,3.111783738975409,5.086551769238953,2.6504991049942497,0.30334328197087856,1,Down
2012-02-16,Finance,Shock,298.3593872738168,291.49609407022655,-0.023003443150563713,0.6865230917109937,5.20768555792097,3.461738484214085,2.3685767143949645,0.5764482860655158,0,Down
2012-02-17,Aviation,Shock,314.8672712301383,293.0095184856824,-0.06941894169902431,5.2673358824971155,4.661140362836668,4.751674059632354,2.69540178405403,-0.800527662666249,0,Down
2012-02-18,Finance,Expansion,300.1515331955612,310.52941329162036,0.03457546921573611,2.213534432946616,4.772926148396619,2.1027089185928043,2.7617051825386962,0.921087333256797,0,Up
2012-02-19,Hospitality,Expansion,334.81042459674785,331.7817323524574,-0.009045991467972421,6.92495243278835,7.346422054146303,3.230042630196128,2.8478622419143855,-0.5767330703970539,0,Stable
2012-02-20,Hospitality,Expansion,268.2425046227724,272.0432968100566,0.014169239109324749,3.262134818051939,5.143571310639064,4.465519111790735,4.585258089004656,0.830158606383059,0,Up
2012-02-21,Hospitality,Shock,316.80433719928163,306.6515156109821,-0.03204760919012633,2.966962132248793,5.824626719265689,4.757245087818794,2.26514023830385,0.9732056954582755,0,Down
2012-02-22,Hospitality,Shock,303.9865239221032,293.14277755204756,-0.03567179962502002,3.057017399042563,5.710988191398292,4.898272836787475,4.83384253287781,-0.7991907872112332,0,Down
2012-02-23,Aviation,Shock,271.9399786594492,265.7004839333688,-0.022944381906766675,4.300381674310385,5.3271178594172,3.9173533328459285,3.5452320868894804,0.7854945465707182,0,Down
2012-02-24,Manufacturing,Expansion,258.64081425294484,259.72265792048836,0.004182803362525325,2.2671568602352936,3.8493756843225904,4.231408986688523,1.4473986657739502,0.2818185473993964,0,Stable
2012-02-25,Technology,Shock,277.4996186683872,271.8539916566056,-0.0203446298011968,2.649606661372717,7.807536870860354,4.467625818681441,2.1687558707581505,0.635853472674742,0,Down
2012-02-26,Hospitality,Normal,324.1817542294552,315.58898594452506,-0.026506020690011307,5.244711596417745,4.948988711297136,4.38361771224237,2.049531708137638,-0.7818046870078417,0,Down
2012-02-27,Finance,Expansion,321.9046311185675,328.09540907661943,0.019231714488045563,1.96456727900956,5.79669117238252,4.685416661324817,2.97768465428961,0.668523962440519,0,Up
